1
1 2112 0 0  4.22398e-02  3.50341e-02  8.76119e-02 0.939566 0  5.75459e+03 -1.38856e+03  9.97200e+03 0 0 0 
1
1 2112 0 0  1.55125e-01 -1.45744e-02 -7.58998e-02 0.939566 0  2.56176e+03  2.26729e+03  9.34439e+03 0 0 0 
1
1 2112 0 0 -6.69753e-02 -1.77294e-01 -1.08915e-01 0.939566 0 -9.53036e+03 -2.62081e+03  2.22017e+03 0 0 0 
1
1 2112 0 0  4.88383e-02 -4.99070e-02 -2.29705e-01 0.939566 0 -1.70854e+03  9.00800e+03  9.76973e+03 0 0 0 
2
1 2112 0 0 -3.83356e-02 -4.56668e-02 -7.65015e-02 0.939566 0  2.02259e+03  1.04239e+02  9.61873e+03 0 0 0 
1 2112 0 0  4.19650e-01 -1.70644e-01 -4.44682e-01 0.939566 0  2.02259e+03  1.04239e+02  9.61873e+03 0 0 0 
